problem,month,local_time,optical_eff,cosine_eff,shadow_block_eff,atmospheric_eff,trunc_eff,power_MW,unit_power_kW_m2,unshadowed_eff,sequential_blocking_loss,isolated_trunc_eff
q1,9,9.0,0.5646432245544921,0.7420918523542009,0.9171868186797698,0.9651603367995297,0.9490812548464859,33.76510237780577,0.5374896908278536,0.999002986275315,0.0818161675955452,0.9283722762671306
q1,9,10.5,0.58947890390235,0.768995225489519,0.9248038798586857,0.9651603367995297,0.9440704196348941,37.5073096807877,0.5970600076534177,1.0,0.07519612014131431,0.926526208790806
q1,9,12.0,0.5991114504295192,0.7782857281932981,0.9278330269608704,0.9651603367995297,0.9432219590586225,38.73191610508711,0.616553901704666,1.0,0.07216697303912954,0.9270093949022321
q1,9,13.5,0.5907496980585127,0.76899522822995,0.925845641281502,0.9651603367995297,0.944024803763469,37.58816765490722,0.5983471450956258,1.0,0.07415435871849795,0.9265312796025376
q1,9,15.0,0.5666595037103587,0.7420918589591368,0.918663522965909,0.9651603367995297,0.9490662535729005,33.88567386287721,0.5394090076866797,0.9990043174571985,0.08034079449128947,0.9283813252074292
q1,10,9.0,0.5422001718354252,0.7198772755161662,0.9075696568091234,0.9651603367995297,0.9548366754477163,29.884001002693797,0.47570838909095503,0.9865270671935114,0.07895741038438808,0.9306542941450209
q1,10,10.5,0.5698622463637174,0.74671343719303,0.9211185510346203,0.9651603367995297,0.9479389709972542,34.51731779731897,0.5494638299477709,0.9991905262429842,0.07807197520836376,0.9278553353835604
q1,10,12.0,0.5787691490477372,0.7559955884988105,0.9241292997387531,0.9651603367995297,0.9458748121278254,35.863775814370236,0.5708974182484915,0.9999858679825315,0.07585656824377851,0.9269052420120866
q1,10,13.5,0.5712692622791447,0.7467134393055194,0.9224037076139479,0.9651603367995297,0.9477911125325577,34.602542631581265,0.5508204812413445,0.9993220746238666,0.07691836700991866,0.9278645664393327
q1,10,15.0,0.5442622753725063,0.719877281131745,0.9089045568413496,0.9651603367995297,0.9548000165930283,29.9976562676141,0.47751761011802135,0.9864737920725734,0.07756923523122365,0.9306782051546223
q1,11,9.0,0.5026394566183278,0.7007578189248654,0.8685577750070597,0.9651603367995297,0.9630638076361311,24.713077538143875,0.39339505791378343,0.9338851299239894,0.06532735491692973,0.9313425973486223
q1,11,10.5,0.5514424214019661,0.7268091993341476,0.9152471017516803,0.9651603367995297,0.9524043704734959,31.31068893294676,0.49841911704786307,0.9951219172621545,0.0798748155104741,0.9301175335994004
q1,11,12.0,0.56093840889786,0.7358440097664701,0.9197015685544015,0.9651603367995297,0.9501061978251749,32.90387281478775,0.5237802103595631,0.9982006996152775,0.07849913106087597,0.9291529535094476
q1,11,13.5,0.5525031807242028,0.7268092007415824,0.9160161565879604,0.9651603367995297,0.9522513754772278,31.37091843993108,0.49937788029180324,0.9948886500236762,0.0788724934357157,0.930082800979157
q1,11,15.0,0.5045486455253875,0.7007578231726617,0.8696833023406405,0.9651603367995297,0.9629792108484673,24.806945882289725,0.39488930089604785,0.9343046600323899,0.06462135769174948,0.9313500780902684
q1,12,9.0,0.4811479570160733,0.6939267267481558,0.8458860508852182,0.9651603367995297,0.9640766490378324,22.325366012890754,0.3553862784605341,0.9059882963829091,0.06010224549769094,0.9312022687576382
q1,12,10.5,0.5424833661168585,0.7195529804359715,0.9089908069279996,0.9651603367995297,0.954944279136452,29.854460715102967,0.47523815210288073,0.9856009703867158,0.07661016345871632,0.9307801423487783
q1,12,12.0,0.5535491906499718,0.7284519855164381,0.9167135538105227,0.9651603367995297,0.951819522560956,31.631933461788364,0.5035328472108941,0.9957416997623824,0.07902814595185968,0.9299394843247544
q1,12,13.5,0.5433825325387434,0.7195529815640276,0.9096204359728388,0.9651603367995297,0.9547340488879262,29.903944497086282,0.47602585955247184,0.9850717477499532,0.07545131177711448,0.9307470503124372
q1,12,15.0,0.4841534498809769,0.6939267303981727,0.8479138737344951,0.9651603367995297,0.9639219920351735,22.46482151151581,0.3576062004380104,0.9087088910717169,0.06079501733722191,0.9312132604142485
q2,1,9.0,0.4213722598932265,0.7021142240767927,0.7674721348460923,0.9640054425362004,0.9365404865263043,40.711463825029405,0.33395423776961247,0.8386782192557607,0.07120608440966837,0.8755367413005681
q2,1,10.5,0.48669892156091993,0.7279971462207436,0.842638649011873,0.9640054425362004,0.924500684075545,53.99767147125324,0.4429403790297953,0.9459511521820185,0.10331250317014563,0.8693936916129386
q2,1,12.0,0.4985912496843716,0.736966876761833,0.8537317730252649,0.9640054425362004,0.918413221975744,57.085408568707074,0.4682689423368015,0.9724677970124831,0.11873602398721832,0.8667151525557406
q2,1,13.5,0.48680533529159814,0.727954230047575,0.8428398482364516,0.9640054425362004,0.9245114256607267,54.009477730553684,0.4430372252238436,0.9459906832943367,0.10315083505788496,0.8693851254488503
q2,1,15.0,0.4216724514107507,0.7020149804586879,0.7679862992564566,0.9640054425362004,0.9367151874752395,40.740467243786405,0.3341921514600986,0.8388893969350808,0.07090309767862416,0.8755595779466123
q2,2,9.0,0.47555755189441556,0.7214679480244143,0.8313743138167624,0.9640054425362004,0.9283711894204428,51.456016451763816,0.4220913015229074,0.9257564269523568,0.09438211313559425,0.8711782219318119
q2,2,10.5,0.5084689456925199,0.7481317446428563,0.8595151971717289,0.9640054425362004,0.9118558499744536,60.17609163596063,0.4936216712965876,0.9934873941559565,0.13397219698422771,0.8632763190581743
q2,2,12.0,0.5147996635975527,0.7573420292298622,0.8601302625245549,0.9640054425362004,0.9086126969911463,62.26690119847186,0.5107724845606535,0.9984830196242525,0.13835275709969738,0.8609639968066247
q2,2,13.5,0.508701211586824,0.7480773493151913,0.8598765619178786,0.9640054425362004,0.9119668844478422,60.20357975270395,0.49384715503537413,0.9936565797727829,0.13378001785490407,0.8633110375710336
q2,2,15.0,0.4759250507878299,0.7213450861576179,0.8319999503954183,0.9640054425362004,0.9283918508359732,51.49578036473335,0.42241748304523113,0.9257059171759052,0.09370596678048687,0.871252314847284
q2,3,9.0,0.503761918050385,0.7414788151288692,0.8580588771640761,0.9640054425362004,0.9149392970595281,58.637779496132076,0.4810029686059625,0.9851006582991839,0.12704178113510772,0.8651103497853943
q2,3,10.5,0.5221540197797931,0.7681633956957429,0.8599663593934762,0.9640054425362004,0.9054680746135396,64.59522717032252,0.5298716338457385,0.9997500673476112,0.13978370795413494,0.8590286202858102
q2,3,12.0,0.5290733320745411,0.7773628216941111,0.8607498243557942,0.9640054425362004,0.903428319827244,66.48453041839413,0.5453695002166724,0.9999840664120706,0.13923424205627638,0.8584130553967727
q2,3,13.5,0.5222684835694217,0.7680993713491187,0.8602098237325515,0.9640054425362004,0.9054722033650575,64.60938738783258,0.5299877894491223,0.9997681647228789,0.1395583409903273,0.8590469087180467
q2,3,15.0,0.5039402377207385,0.7413386040974724,0.8584418651904413,0.9640054425362004,0.9149508476497545,58.65853586761502,0.4811732321525458,0.9850337999597765,0.12659193476933508,0.8651492701224823
q2,4,9.0,0.5169188079812091,0.7596564762325584,0.8606598336242817,0.9640054425362004,0.9075282245329689,62.97065247154373,0.5165453234098825,0.9990900714737413,0.13843023784945946,0.8603687716711759
q2,4,10.5,0.5364070158243063,0.7853737243769527,0.8628059721961,0.9640054425362004,0.9019684275682395,68.27199726917799,0.5600320073733169,1.0,0.13719402780389997,0.8587852335940119
q2,4,12.0,0.5454491589654463,0.794234364280655,0.8663808919408881,0.9640054425362004,0.9007664573060375,70.24802010668235,0.5762412304892004,1.0,0.13361910805911167,0.8602308491349727
q2,4,13.5,0.5364796859289881,0.7853041331813695,0.8629697643653956,0.9640054425362004,0.90194730371575,68.28124646436379,0.56010787808977,1.0,0.13703023563460426,0.8587897617214151
q2,4,15.0,0.5170397334376193,0.7595090859446515,0.8610134113546228,0.9640054425362004,0.9074949234467226,62.98538351783765,0.5166661614951398,0.9990956615958823,0.13808225024125934,0.8603822119880702
q2,5,9.0,0.5242636807192964,0.770062771250998,0.8609008617480483,0.9640054425362004,0.9047067662354661,65.18399978781444,0.5347013081492515,0.999869216593957,0.13896835484590866,0.8588066584363239
q2,5,10.5,0.5461763067063596,0.7944834387855969,0.8669828005102249,0.9640054425362004,0.9007054633701205,70.39456590539592,0.5774433388368163,1.0,0.13301719948977492,0.8604103800487696
q2,5,12.0,0.5567352881018149,0.8028999722149263,0.8726566807893535,0.9640054425362004,0.8999285402398784,72.47490800052532,0.5945082879544614,1.0,0.12734331921064637,0.8632271938572063
q2,5,13.5,0.5462531972746681,0.7944130467711575,0.8671819187097245,0.9640054425362004,0.9006641943869272,70.40447603535182,0.5775246311703428,1.0,0.13281808129027545,0.8604308103363714
q2,5,15.0,0.5243897254593847,0.7699170840170185,0.8612347958856909,0.9640054425362004,0.9046831547341228,65.19967148244702,0.5348298623289309,0.9998645344617437,0.13862973857605262,0.8588332446310061
q2,6,9.0,0.5268511520526385,0.7733619291336534,0.8612728253742665,0.9640054425362004,0.9039437675291067,65.88929615649549,0.5404868213456535,0.99994938277818,0.13867655740391335,0.8585978217726201
q2,6,10.5,0.5494916667227365,0.7971651167573771,0.8687535649422137,0.9640054425362004,0.9003806493536427,71.06655556910971,0.582955638686782,1.0,0.1312464350577862,0.8612043860111219
q2,6,12.0,0.5603264917327039,0.8053709204744721,0.8747078541940796,0.9640054425362004,0.8998371021505186,73.1528449664991,0.6000693732473078,1.0,0.1252921458059202,0.8643464790972858
q2,6,13.5,0.5495660499675409,0.7970951114157614,0.8689407534804882,0.9640054425362004,0.9003510409602199,71.07617566222564,0.5830345518616462,1.0,0.13105924651951165,0.8612218293114453
q2,6,15.0,0.5269664273670247,0.7732182571460691,0.8615924897592271,0.9640054425362004,0.9039297785794475,65.90371276980179,0.5406050801517878,0.9999534604759267,0.13836097071669953,0.8586202100341129
q2,7,9.0,0.5241780127556931,0.7699501934194289,0.8608896148302257,0.9640054425362004,0.9047354464241911,65.16004267047475,0.5345047890337827,0.9998655417821872,0.1389759269519615,0.8588193620026454
q2,7,10.5,0.5460613580752949,0.7943896535225458,0.8669237278557824,0.9640054425362004,0.9007137560389031,70.3711328883322,0.5772511188914518,1.0,0.13307627214421747,0.8603825828605881
q2,7,12.0,0.5566046947291046,0.8028126046588694,0.8725778640378377,0.9640054425362004,0.8999305957545807,72.45043722951453,0.5943075553619006,1.0,0.1274221359621622,0.8631875661828676
q2,7,13.5,0.5461438219425294,0.794319255282286,0.8671298951566268,0.9640054425362004,0.9006740530661241,70.38176003796261,0.5773382929039053,1.0,0.13287010484337328,0.8604038468920391
q2,7,15.0,0.5243066194134327,0.7698044532173719,0.8612298026131471,0.9640054425362004,0.9047081660656351,65.17602963502132,0.5346359293578532,0.9998606830651127,0.13863088045196537,0.8588430606269675
q2,8,9.0,0.5164353630773464,0.7589390276477763,0.8606724543636242,0.9640054425362004,0.9077342153182102,62.815136111683564,0.5152696299678334,0.9989872812726308,0.13831482690900654,0.8605122628708463
q2,8,10.5,0.5357767508814564,0.7847199967335218,0.8626002151362542,0.9640054425362004,0.9020658715535381,68.1263960005087,0.5588376469615736,1.0,0.13739978486374582,0.8587159230154643
q2,8,12.0,0.5447115281515927,0.7936025851600881,0.8660192290617675,0.9640054425362004,0.9008415364416272,70.09510103971309,0.5749868425195208,1.0,0.1339807709382323,0.8600771448498524
q2,8,13.5,0.5358492955515655,0.7846505421920915,0.8627633802897984,0.9640054425362004,0.9020450061630135,68.13562037785515,0.5589133140984486,1.0,0.1372366197102016,0.8587257799874904
q2,8,15.0,0.5165603750253167,0.7587917128379026,0.8610406946872774,0.9640054425362004,0.9076973110776237,62.83034158189099,0.5153943597303121,0.9989912344285923,0.13795053974131485,0.8605159611630538
q2,9,9.0,0.5028595752355632,0.7404516817356829,0.8575172166262347,0.9640054425362004,0.9154995618622235,58.35425127170221,0.47867719981310874,0.9830618078471483,0.12554459122091335,0.8654280390492516
q2,9,10.5,0.5214448423110549,0.767158484819195,0.859948301418057,0.9640054425362004,0.9057250108982935,64.3854670394996,0.5281509812820164,0.999696357389412,0.13974805597135498,0.8591561155724652
q2,9,12.0,0.5282582274618384,0.7763662017996065,0.8606028445031129,0.9640054425362004,0.9036259445466198,66.27343171499905,0.5436378674046114,0.9999749791764259,0.1393721346733129,0.8584263886887588
q2,9,13.5,0.5215618763797576,0.7670948809355765,0.8601923084033363,0.9640054425362004,0.9057321801829611,64.39991783575171,0.5282695204892598,0.9997112319239564,0.13951892352062004,0.8591794238731861
q2,9,15.0,0.5030184482877429,0.7403121516977563,0.8578860867132118,0.9640054425362004,0.9155410084040413,58.372687667196615,0.4788284327049304,0.9829970589900264,0.1251109722768146,0.8654563825231487
q2,10,9.0,0.47022852772558565,0.7189857493841937,0.8257371271868668,0.9640054425362004,0.929768491507013,50.29443016228024,0.4125628634010232,0.9168842485530133,0.09114712136614656,0.8718412043204793
q2,10,10.5,0.5066093008169089,0.745587731471523,0.8590066284310788,0.9640054425362004,0.9129863775415622,59.54868031201852,0.48847504548731635,0.9906634603005833,0.13165683186950444,0.8640285736577995
q2,10,12.0,0.5131166303632104,0.7547797664708253,0.8601257188488173,0.9640054425362004,0.909494060722273,61.70190256939833,0.5061378271746146,0.9976386389994193,0.13751292015060185,0.8615640294190714
q2,10,13.5,0.5067513083179509,0.7455347096908845,0.8592512106924008,0.9640054425362004,0.9131018286707504,59.56537238472192,0.48861196978069016,0.9907639819275516,0.13151277123515068,0.8640269901905712
q2,10,15.0,0.4704703902279319,0.7188655780393282,0.826260850748529,0.9640054425362004,0.929755424470839,50.3202991515395,0.41277506551262194,0.9167430622061019,0.09048221145757303,0.8719098071393931
q2,11,9.0,0.4152489791443556,0.7004903765398445,0.7587092145487151,0.9640054425362004,0.9373573823330777,39.619651879419486,0.3249981553341842,0.8269806996899878,0.06827148514127286,0.8757508252628176
q2,11,10.5,0.4837758941674108,0.7262777511373776,0.8396448784601231,0.9640054425362004,0.9256795215679511,53.30506811240085,0.43725898600064017,0.9402211868829363,0.10057630842281316,0.8698779978171488
q2,11,12.0,0.49663057489959683,0.7352174511106988,0.8520744372274832,0.9640054425362004,0.9195863901438341,56.5323605328571,0.4637323151092462,0.9676998183776478,0.11562538115016456,0.867235219602495
q2,11,13.5,0.4839267094676424,0.7262358662767681,0.8399033935551673,0.9640054425362004,0.9256940827263869,53.321685765219364,0.4373952998311714,0.9403095763359649,0.10040618278079759,0.8698878453954243
q2,11,15.0,0.4155069908301541,0.7003933677502153,0.7591761451933856,0.9640054425362004,0.9374997739488473,39.64426923836693,0.3252000903807482,0.827145134806517,0.06796898961313146,0.8757949925807245
q2,12,9.0,0.3867725146291033,0.6938815749812867,0.7159505929825895,0.9640054425362004,0.9406099496743348,34.826302892637734,0.2856785372992194,0.7728013320564404,0.05685073907385101,0.8766489365302722
q2,12,10.5,0.4696008441455303,0.7192336409854571,0.8247968800140478,0.9640054425362004,0.9298845494860725,50.15145075236059,0.4113900099742419,0.915501834401578,0.09070495438753028,0.871892791326272
q2,12,12.0,0.4865818201286944,0.7280359430915461,0.8423370932617,0.9640054425362004,0.9247331456669211,53.95817149995272,0.4426163626086643,0.9454717607415929,0.10313466747989279,0.8694385783291593
q2,12,13.5,0.4697695646880984,0.7191960332199624,0.8250786747147383,0.9640054425362004,0.9299591209570662,50.169469416694355,0.4115378162368482,0.9155475123533087,0.09046883763857033,0.8719350742427413
q2,12,15.0,0.38700776671641557,0.6937940089347129,0.7165319095828067,0.9640054425362004,0.9404940373783762,34.84748578474866,0.28585229957460856,0.7732806576401464,0.056748748057339725,0.8767056273250246
q3,1,9.0,0.4341762772229569,0.7027521236866685,0.7826692970289909,0.964138320810448,0.9370329006179499,40.7831317703414,0.3441019296200976,0.8429328774510079,0.060263580422016946,0.8802844483097412
q3,1,10.5,0.5017477866956517,0.728646578377762,0.8646073001364413,0.964138320810448,0.9241125562597675,54.120751568750045,0.45663621793851566,0.9511816592616182,0.08657435912517707,0.8740389236524709
q3,1,12.0,0.5144047741845603,0.7376053139582711,0.877715860763257,0.964138320810448,0.9175251955449119,57.2597117250438,0.4831207521048393,0.9765981073336485,0.09888224657039137,0.8712179804238184
q3,1,13.5,0.5016931806049145,0.7285818247632645,0.8647356699952484,0.964138320810448,0.9240834974105644,54.114861512531995,0.4565865214188463,0.951125316237749,0.08638964624250056,0.8740084123426966
q3,1,15.0,0.4342564552198022,0.702645200231132,0.783002927858453,0.964138320810448,0.9371043349977121,40.7906630657667,0.344165473864394,0.8428262922228488,0.059823364364395656,0.8802565618792587
q3,2,9.0,0.4899055808203608,0.7219643646129359,0.8515654792693489,0.964138320810448,0.9284585463392067,51.53581766397228,0.4348262022294892,0.9308545275087924,0.07928904823944338,0.8760107960916029
q3,2,10.5,0.5246773350312478,0.7486621853565859,0.8841417640136101,0.964138320810448,0.911009984901554,60.3692183520362,0.5093567762664926,0.9947973362544896,0.11065557224087959,0.867823864355167
q3,2,12.0,0.5307742981607275,0.7578771518769687,0.8847698392888391,0.964138320810448,0.9075772183174196,62.4155193411711,0.5266221526213536,0.9987614951562844,0.11399165586744536,0.86532533990808
q3,2,13.5,0.5248990429944439,0.7486094376171802,0.8845513914739832,0.964138320810448,0.9111027744531833,60.39472800443956,0.5095720103653687,0.9948466558391718,0.1102952643651884,0.8678367843104059
q3,2,15.0,0.4902471845789973,0.7218800545130619,0.8522228971973307,0.964138320810448,0.9284370810809192,51.5717528108815,0.43512939996972844,0.9307790935528095,0.07855619635547868,0.8760271508601625
q3,3,9.0,0.5200335297839401,0.7418059137516819,0.882643632691477,0.964138320810448,0.9143667377747702,58.8501038543769,0.4965394616742234,0.9877680413349927,0.10512440864351572,0.8699101431869783
q3,3,10.5,0.5380806006304402,0.768546201241339,0.8846519423360365,0.964138320810448,0.9045176673066827,64.7161755104217,0.5460336149800936,0.9998358541333073,0.1151839117972707,0.8634569875530645
q3,3,12.0,0.5445763168297676,0.7777659471345237,0.8850011810437056,0.964138320810448,0.9023496283297543,66.53148080412008,0.5613499976926505,0.9999758254078106,0.114974644364105,0.8625876944102265
q3,3,13.5,0.5382512129809581,0.768506640142162,0.8849872725648115,0.964138320810448,0.9045153576675805,64.73669544518134,0.5462067490392,0.9998483985582253,0.11486112599341375,0.8634610294944475
q3,3,15.0,0.5203655244398133,0.7417466441760127,0.883232181986161,0.964138320810448,0.9143252566093457,58.88767435485089,0.4968564574798103,0.9877294626893472,0.10449728070318608,0.8698955987578494
q3,4,9.0,0.5330582746731479,0.7597951115042324,0.8855110678643152,0.964138320810448,0.9068383677132114,63.13268407007918,0.5326731290020397,0.9992178398730894,0.11370677200877434,0.8650550547220068
q3,4,10.5,0.5515852223461574,0.7855859757501784,0.8865551633500306,0.964138320810448,0.9010444292207683,68.25343078887455,0.5758787081359769,1.0,0.11344483664996943,0.8630310636204197
q3,4,12.0,0.5598196247834246,0.7944803088525001,0.8890648731556596,0.964138320810448,0.8997595894037524,70.09574179453287,0.5914229477391842,1.0,0.11093512684434031,0.8641771853917233
q3,4,13.5,0.5517464618035559,0.7855593139132732,0.886825370111388,0.964138320810448,0.9010363619737783,68.2733826398309,0.576047049068013,1.0,0.11317462988861203,0.8630065580435563
q3,4,15.0,0.5333394774289111,0.759759268662429,0.8859520520232347,0.964138320810448,0.9068131735909764,63.16598828011159,0.5329541285829733,0.9992143999312325,0.11326234790799776,0.865052089168017
q3,5,9.0,0.5401991440184585,0.7700640496367807,0.8857096802953289,0.964138320810448,0.9039700596074762,65.29934583706091,0.5509540324660226,0.9998911814046428,0.11418150110931388,0.8634320854956413
q3,5,10.5,0.560665146380041,0.7945674706541356,0.8898565198167057,0.964138320810448,0.8997922152798491,70.2544022710073,0.5927616231605994,1.0,0.11014348018329431,0.8645301223739734
q3,5,12.0,0.5701302391815146,0.8030247274208052,0.8939385786820457,0.964138320810448,0.8990959452319323,72.15670691411815,0.608812050629138,1.0,0.10606142131795422,0.8670847955352272
q3,5,13.5,0.5608387553668953,0.7945488563444915,0.8901596874585302,0.964138320810448,0.8997549595877528,70.2761564244072,0.5929451707656318,1.0,0.10984031254146964,0.8644981941015509
