吸收塔x坐标 (m),吸收塔y坐标 (m),定日镜序号,定日镜宽度 (m),定日镜高度 (m),定日镜x坐标 (m),定日镜y坐标 (m),定日镜z坐标 (m)
0.0,0.24918702340431764,58,7.090208526459055,7.090208526459055,130.54584019205876,182.41160901339694,3.6451042632295274
0.0,0.24918702340431764,59,7.090208526459055,7.090208526459055,-75.6283685740229,200.0084988203595,3.6451042632295274
0.0,0.24918702340431764,60,7.090208526459055,6.940208526459054,8.61443851207067,280.0483950611768,3.6451042632295274
0.0,0.24918702340431764,61,7.090208526459055,6.940208526459054,-98.85810761203267,214.82157988920758,3.6451042632295274
0.0,0.24918702340431764,62,7.090208526459055,7.090208526459055,-88.14562274224048,194.80967112576266,3.6451042632295274
0.0,0.24918702340431764,63,7.090208526459055,7.090208526459055,-146.25020068484602,170.0615634167431,3.6451042632295274
0.0,0.24918702340431764,64,7.090208526459055,7.090208526459055,4.0320841530300875,213.80755159886243,3.6451042632295274
0.0,0.24918702340431764,65,7.090208526459055,7.090208526459055,57.21903553422942,160.24009880038864,3.6451042632295274
0.0,0.24918702340431764,66,7.090208526459055,7.090208526459055,-62.80658565811911,204.4029662701544,3.6451042632295274
0.0,0.24918702340431764,67,7.090208526459055,7.090208526459055,-51.726313233933325,162.09942149318567,3.6451042632295274
0.0,0.24918702340431764,68,7.090208526459055,7.090208526459055,-9.520742293683764,213.6333201002071,3.6451042632295274
0.0,0.24918702340431764,69,7.090208526459055,7.090208526459055,2.8994430130681654,170.13945486977673,3.6451042632295274
0.0,0.24918702340431764,70,7.090208526459055,7.090208526459055,117.70028018023743,137.00142912827158,3.6451042632295274
0.0,0.24918702340431764,71,7.090208526459055,7.090208526459055,-10.957838658147057,169.81049054115923,3.6451042632295274
0.0,0.24918702340431764,72,7.090208526459055,7.090208526459055,141.83646399724094,173.76512824342615,3.6451042632295274
0.0,0.24918702340431764,73,7.090208526459055,7.090208526459055,70.46811905430872,201.8866760469219,3.6451042632295274
0.0,0.24918702340431764,74,7.090208526459055,6.940208526459054,90.31986232986051,218.5530112901906,3.6451042632295274
0.0,0.24918702340431764,75,7.090208526459055,7.090208526459055,-77.33579921992542,151.54454067880766,3.6451042632295274
0.0,0.24918702340431764,76,7.090208526459055,7.090208526459055,-38.36190154021185,165.77705292192087,3.6451042632295274
0.0,0.24918702340431764,77,7.090208526459055,7.090208526459055,17.568674819958613,213.1218589374665,3.6451042632295274
0.0,0.24918702340431764,78,7.090208526459055,7.090208526459055,83.11488383581366,197.01135022487102,3.6451042632295274
0.0,0.24918702340431764,79,7.090208526459055,7.090208526459055,-49.73190278896313,207.97537850572687,3.6451042632295274
0.0,0.24918702340431764,80,7.090208526459055,7.090208526459055,43.987899320744056,164.37162483142092,3.6451042632295274
0.0,0.24918702340431764,81,7.090208526459055,7.090208526459055,-23.035232071467572,212.59986601025156,3.6451042632295274
0.0,0.24918702340431764,82,7.090208526459055,7.090208526459055,16.737429369405884,169.33782749579777,3.6451042632295274
0.0,0.24918702340431764,83,7.090208526459055,7.090208526459055,-24.742197721008473,168.35312371327697,3.6451042632295274
0.0,0.24918702340431764,84,7.090208526459055,7.090208526459055,-67.76527093560114,132.82130414344624,3.6451042632295274
0.0,0.24918702340431764,85,7.090208526459055,7.090208526459055,30.464030894771668,167.41094311713704,3.6451042632295274
0.0,0.24918702340431764,86,7.090208526459055,7.090208526459055,-100.30794559812347,188.82741703059605,3.6451042632295274
0.0,0.24918702340431764,87,7.090208526459055,7.090208526459055,38.54426986499876,144.06099962320326,3.6451042632295274
0.0,0.24918702340431764,88,7.090208526459055,7.090208526459055,95.42697431499207,191.34373261758725,3.6451042632295274
0.0,0.24918702340431764,89,7.090208526459055,7.090208526459055,57.53760402865568,205.9500788673704,3.6451042632295274
0.0,0.24918702340431764,90,7.090208526459055,7.090208526459055,-36.45696709984116,210.71135068386494,3.6451042632295274
0.0,0.24918702340431764,91,7.090208526459055,7.090208526459055,31.034522634141425,211.57900315835573,3.6451042632295274
0.0,0.24918702340431764,92,7.090208526459055,7.090208526459055,70.06938850671084,155.04385964812292,3.6451042632295274
0.0,0.24918702340431764,93,7.090208526459055,7.065208526459055,233.13178219986884,239.6032854934031,4.4951042632295275
0.0,0.24918702340431764,94,7.090208526459055,7.090208526459055,44.37540537911798,209.1851967972113,3.6451042632295274
0.0,0.24918702340431764,95,7.090208526459055,7.090208526459055,26.694019176087288,146.7241935019576,3.6451042632295274
0.0,0.24918702340431764,96,7.090208526459055,7.090208526459055,-9.601774508417055,148.82679000903283,3.6451042632295274
0.0,0.24918702340431764,97,7.090208526459055,7.090208526459055,-166.5705558216244,150.18121932466343,3.6451042632295274
0.0,0.24918702340431764,98,7.090208526459055,7.090208526459055,2.5406285746676147,149.11504405284919,3.6451042632295274
0.0,0.24918702340431764,99,7.090208526459055,7.090208526459055,128.4552194849496,126.95273181315376,3.6451042632295274
0.0,0.24918702340431764,100,7.090208526459055,7.090208526459055,82.45344125931543,148.81748748886298,3.6451042632295274
0.0,0.24918702340431764,101,7.090208526459055,7.090208526459055,-112.06636376014704,182.08582496070179,3.6451042632295274
0.0,0.24918702340431764,102,7.090208526459055,7.090208526459055,107.35481404895997,184.9066447208248,3.6451042632295274
0.0,0.24918702340431764,103,7.090208526459055,7.090208526459055,162.66117183016598,154.41373403583484,3.6451042632295274
0.0,0.24918702340431764,104,7.090208526459055,7.090208526459055,-64.74649484732397,157.3447034574631,3.6451042632295274
0.0,0.24918702340431764,105,7.090208526459055,7.090208526459055,-89.4104466082269,144.73753228355184,3.6451042632295274
0.0,0.24918702340431764,106,7.090208526459055,7.090208526459055,186.12917002709867,145.7489096547972,3.6451042632295274
0.0,0.24918702340431764,107,7.090208526459055,7.090208526459055,-134.32287425198695,120.7145228171484,3.6451042632295274
0.0,0.24918702340431764,108,7.090208526459055,6.940208526459054,-75.92150852352064,269.6888461550101,3.6451042632295274
0.0,0.24918702340431764,109,7.090208526459055,7.090208526459055,-40.90032877892093,130.73671324420056,3.6451042632295274
0.0,0.24918702340431764,110,7.090208526459055,7.090208526459055,37.53234100700705,131.74502259237033,3.6451042632295274
0.0,0.24918702340431764,111,7.090208526459055,7.090208526459055,-9.705360642921432,136.6516700222033,3.6451042632295274
0.0,0.24918702340431764,112,7.090208526459055,6.940208526459054,-52.87659435946385,230.50622380997805,3.6451042632295274
0.0,0.24918702340431764,113,7.090208526459055,7.090208526459055,-25.47509821151635,134.60264162938165,3.6451042632295274
0.0,0.24918702340431764,114,7.090208526459055,7.090208526459055,-124.05688275596611,131.26224559424716,3.6451042632295274
0.0,0.24918702340431764,115,7.090208526459055,7.090208526459055,6.195625278979147,136.8560888287278,3.6451042632295274
0.0,0.24918702340431764,116,7.090208526459055,7.090208526459055,-143.6949691815751,109.3651231057237,3.6451042632295274
0.0,0.24918702340431764,117,7.090208526459055,7.090208526459055,22.01282599747692,135.21313363527403,3.6451042632295274
0.0,0.24918702340431764,118,7.090208526459055,7.090208526459055,152.5559624222024,164.41996001953248,3.6451042632295274
0.0,0.24918702340431764,119,7.090208526459055,7.090208526459055,94.28877996419952,141.6024178020496,3.6451042632295274
0.0,0.24918702340431764,120,7.090208526459055,7.090208526459055,-123.37353022843338,174.61204092794227,3.6451042632295274
0.0,0.24918702340431764,121,7.090208526459055,7.090208526459055,-100.89008222603601,136.96897778948863,3.6451042632295274
0.0,0.24918702340431764,122,7.090208526459055,7.090208526459055,-175.74447257311795,139.31480008683306,3.6451042632295274
0.0,0.24918702340431764,123,7.090208526459055,7.090208526459055,-156.72591823187696,160.44391518599306,3.6451042632295274
0.0,0.24918702340431764,124,7.090208526459055,7.090208526459055,118.85037383696537,177.7260064156139,3.6451042632295274
0.0,0.24918702340431764,125,7.090208526459055,7.090208526459055,-134.18391503440847,166.436159222792,3.6451042632295274
0.0,0.24918702340431764,126,7.090208526459055,7.090208526459055,-69.8903496037933,117.78714015219741,3.6451042632295274
0.0,0.24918702340431764,127,7.090208526459055,7.090208526459055,172.11140210941653,143.78674183273435,3.6451042632295274
0.0,0.24918702340431764,128,7.090208526459055,7.090208526459055,151.7272303922234,118.83101130254174,3.6451042632295274
0.0,0.24918702340431764,129,7.090208526459055,7.090208526459055,-138.96786854376992,133.5560998383988,3.6451042632295274
0.0,0.24918702340431764,130,7.090208526459055,7.090208526459055,82.6202713996782,124.10954765790696,3.6451042632295274
0.0,0.24918702340431764,131,7.090208526459055,7.090208526459055,129.8673651170282,169.83073159804812,3.6451042632295274
0.0,0.24918702340431764,132,7.090208526459055,7.090208526459055,-45.325032729397876,142.06998800388303,3.6451042632295274
0.0,0.24918702340431764,133,7.090208526459055,7.090208526459055,147.33466974592594,104.39824734597063,3.6451042632295274
0.0,0.24918702340431764,134,7.090208526459055,7.065208526459055,-258.20887862333865,212.30811120758227,4.4951042632295275
0.0,0.24918702340431764,135,7.090208526459055,7.090208526459055,138.35531049760883,116.06084331207359,3.6451042632295274
0.0,0.24918702340431764,136,7.090208526459055,7.090208526459055,105.49664239497552,133.44666568604583,3.6451042632295274
0.0,0.24918702340431764,137,7.090208526459055,7.090208526459055,-16.759469805231884,158.7669637963245,3.6451042632295274
0.0,0.24918702340431764,138,7.090208526459055,7.090208526459055,-152.11079779926092,97.28957484253337,3.6451042632295274
0.0,0.24918702340431764,139,7.090208526459055,7.090208526459055,-184.21072836147604,127.88841270753788,3.6451042632295274
0.0,0.24918702340431764,140,7.090208526459055,7.090208526459055,66.84567851646284,119.54498182406154,3.6451042632295274
0.0,0.24918702340431764,141,7.090208526459055,7.090208526459055,-97.8753227327297,112.44508437544454,3.6451042632295274
0.0,0.24918702340431764,142,7.090208526459055,7.090208526459055,9.218577994374877,159.38366851922424,3.6451042632295274
0.0,0.24918702340431764,143,7.090208526459055,7.090208526459055,-3.7830336377798903,159.6055613473618,3.6451042632295274
0.0,0.24918702340431764,144,7.090208526459055,7.090208526459055,-147.14292819242155,124.4738229650038,3.6451042632295274
0.0,0.24918702340431764,145,7.090208526459055,7.090208526459055,-111.69831099232276,128.29057564505484,3.6451042632295274
0.0,0.24918702340431764,146,7.090208526459055,7.090208526459055,15.83912889768202,192.16563626011168,3.6451042632295274
0.0,0.24918702340431764,147,7.090208526459055,7.090208526459055,-198.5742416801506,128.24335783575808,3.6451042632295274
0.0,0.24918702340431764,148,7.090208526459055,6.940208526459054,157.6013486460081,231.6009111890183,3.6451042632295274
0.0,0.24918702340431764,149,7.090208526459055,7.090208526459055,-173.62557353854683,83.53761182105394,3.6451042632295274
0.0,0.24918702340431764,150,7.090208526459055,7.090208526459055,-2.6105608167128307,203.31509617615808,3.6451042632295274
0.0,0.24918702340431764,151,7.090208526459055,7.090208526459055,-29.624374466247907,156.8734565944556,3.6451042632295274
0.0,0.24918702340431764,152,7.090208526459055,7.090208526459055,-42.292133802868825,153.93764071977694,3.6451042632295274
0.0,0.24918702340431764,153,7.090208526459055,7.090208526459055,-77.89553540603387,187.7988179257858,3.6451042632295274
0.0,0.24918702340431764,154,7.090208526459055,7.090208526459055,180.86860051801935,132.58177455710225,3.6451042632295274
0.0,0.24918702340431764,155,7.090208526459055,7.090208526459055,-83.06309956151823,108.87861620666075,3.6451042632295274
0.0,0.24918702340431764,156,7.090208526459055,7.090208526459055,-54.67844596674257,149.9790535425589,3.6451042632295274
0.0,0.24918702340431764,157,7.090208526459055,7.090208526459055,-121.76320592787968,118.76007918468606,3.6451042632295274
0.0,0.24918702340431764,158,7.090208526459055,7.090208526459055,10.273930993892513,203.07183080300044,3.6451042632295274
0.0,0.24918702340431764,159,7.090208526459055,7.065208526459055,-72.65568384016262,281.4604129123722,4.4951042632295275
0.0,0.24918702340431764,160,7.090208526459055,7.090208526459055,22.15884151093542,158.10276197207335,3.6451042632295274
0.0,0.24918702340431764,161,7.090208526459055,7.090208526459055,47.51184426726124,152.40499544196368,3.6451042632295274
0.0,0.24918702340431764,162,7.090208526459055,7.090208526459055,34.9516415931922,155.7713659276457,3.6451042632295274
0.0,0.24918702340431764,163,7.090208526459055,7.065208526459055,2.602819508785512,290.683047464749,4.4951042632295275
0.0,0.24918702340431764,164,7.090208526459055,7.090208526459055,-154.14239688557294,148.11248289202726,3.6451042632295274
0.0,0.24918702340431764,165,7.090208526459055,7.090208526459055,-15.484540820290446,202.74068680400487,3.6451042632295274
0.0,0.24918702340431764,166,7.090208526459055,7.090208526459055,-65.84357376989477,192.361660020398,3.6451042632295274
0.0,0.24918702340431764,167,7.090208526459055,7.090208526459055,140.36142635364203,161.25261175322967,3.6451042632295274
0.0,0.24918702340431764,168,7.090208526459055,7.090208526459055,92.44112851748757,116.96309339740452,3.6451042632295274
0.0,0.24918702340431764,169,7.090208526459055,7.090208526459055,-144.45398857391675,157.59110123525107,3.6451042632295274
0.0,0.24918702340431764,170,7.090208526459055,7.090208526459055,73.04841350718497,189.73931281336604,3.6451042632295274
0.0,0.24918702340431764,171,7.090208526459055,7.090208526459055,-40.9938605762166,199.15137877319353,3.6451042632295274
0.0,0.24918702340431764,172,7.090208526459055,7.090208526459055,-16.2653335548245,125.43048881689714,3.6451042632295274
0.0,0.24918702340431764,173,7.090208526459055,7.090208526459055,-53.52648330126338,196.15093299115156,3.6451042632295274
0.0,0.24918702340431764,174,7.090208526459055,7.090208526459055,-89.63383921383678,182.48077966200324,3.6451042632295274
0.0,0.24918702340431764,175,7.090208526459055,7.090208526459055,84.91954993139431,184.7247911754483,3.6451042632295274
0.0,0.24918702340431764,176,7.090208526459055,7.090208526459055,-56.73392930203227,137.9036800434926,3.6451042632295274
0.0,0.24918702340431764,177,7.090208526459055,7.090208526459055,23.117053310505376,202.01187022833062,3.6451042632295274
0.0,0.24918702340431764,178,7.090208526459055,7.090208526459055,60.883136903764616,193.99082459408672,3.6451042632295274
0.0,0.24918702340431764,179,7.090208526459055,6.940208526459054,80.7382724825661,268.28488749252807,3.6451042632295274
0.0,0.24918702340431764,180,7.090208526459055,7.090208526459055,-191.9352325627511,115.9480672158821,3.6451042632295274
0.0,0.24918702340431764,181,7.090208526459055,7.090208526459055,80.2430884131312,110.97803672107445,3.6451042632295274
0.0,0.24918702340431764,182,7.090208526459055,6.940208526459054,-143.07066114288514,240.857980066345,3.6451042632295274
0.0,0.24918702340431764,183,7.090208526459055,7.090208526459055,-28.296170043156945,201.35091563034828,3.6451042632295274
0.0,0.24918702340431764,184,7.090208526459055,7.090208526459055,-30.688015307315275,122.69576766517322,3.6451042632295274
0.0,0.24918702340431764,185,7.090208526459055,7.090208526459055,155.33354107559333,92.04255656680641,3.6451042632295274
0.0,0.24918702340431764,186,7.090208526459055,6.940208526459054,1.4876989287429956,247.00880844892902,3.6451042632295274
0.0,0.24918702340431764,187,7.090208526459055,7.090208526459055,35.86709141245675,200.1394825392764,3.6451042632295274
0.0,0.24918702340431764,188,7.090208526459055,7.090208526459055,48.47270539635658,197.462207180214,3.6451042632295274
0.0,0.24918702340431764,189,7.090208526459055,7.090208526459055,13.041895529986668,125.8072546867295,3.6451042632295274
0.0,0.24918702340431764,190,7.090208526459055,7.090208526459055,71.60221723372668,142.66368020579094,3.6451042632295274
0.0,0.24918702340431764,191,7.090208526459055,6.940208526459054,-11.217151664903104,246.75821225919037,3.6451042632295274
0.0,0.24918702340431764,192,7.090208526459055,7.090208526459055,27.53011286501423,123.4442042927842,3.6451042632295274
0.0,0.24918702340431764,193,7.090208526459055,7.065208526459055,81.20521186721443,324.3580050022951,4.4951042632295275
0.0,0.24918702340431764,194,7.090208526459055,7.090208526459055,-159.5143541541078,84.56823880894383,3.6451042632295274
0.0,0.24918702340431764,195,7.090208526459055,7.090208526459055,41.646032651007424,119.41515262933753,3.6451042632295274
0.0,0.24918702340431764,196,7.090208526459055,6.940208526459054,-85.65290642462517,231.67110395260366,3.6451042632295274
0.0,0.24918702340431764,197,7.090208526459055,6.940208526459054,-73.62602625952142,235.77356425727604,3.6451042632295274
0.0,0.24918702340431764,198,7.090208526459055,7.090208526459055,-78.27943485582507,139.1055713196781,3.6451042632295274
0.0,0.24918702340431764,199,7.090208526459055,7.065208526459055,68.95639402245979,327.18316820231485,4.4951042632295275
0.0,0.24918702340431764,200,7.090208526459055,6.940208526459054,-23.892256388837435,245.85391844937033,3.6451042632295274
0.0,0.24918702340431764,201,7.090208526459055,7.090208526459055,-44.695694297570384,118.30516656540536,3.6451042632295274
0.0,0.24918702340431764,202,7.090208526459055,7.090208526459055,188.89750490878163,120.8439506574341,3.6451042632295274
0.0,0.24918702340431764,203,7.090208526459055,6.940208526459054,-97.45265047968488,226.9549543268746,3.6451042632295274
0.0,0.24918702340431764,204,7.090208526459055,7.090208526459055,52.544295490543625,126.49865595238337,3.6451042632295274
0.0,0.24918702340431764,205,7.090208526459055,7.090208526459055,-163.21012816856947,138.03847124376935,3.6451042632295274
0.0,0.24918702340431764,206,7.090208526459055,7.090208526459055,-55.772452563445604,125.10616491613175,3.6451042632295274
0.0,0.24918702340431764,207,7.090208526459055,6.940208526459054,14.188604412273202,246.60504248254063,3.6451042632295274
0.0,0.24918702340431764,208,7.090208526459055,7.090208526459055,-101.01121918683049,176.42895909217017,3.6451042632295274
0.0,0.24918702340431764,209,7.090208526459055,7.090208526459055,96.4487452998559,178.96745138912527,3.6451042632295274
0.0,0.24918702340431764,210,7.090208526459055,6.940208526459054,88.43703624321186,230.62152615006178,3.6451042632295274
0.0,0.24918702340431764,211,7.090208526459055,6.940208526459054,100.1790578340737,225.76344463397794,3.6451042632295274
0.0,0.24918702340431764,212,7.090208526459055,7.090208526459055,-236.41657457295705,168.96731061256477,3.6451042632295274
0.0,0.24918702340431764,213,7.090208526459055,6.940208526459054,76.46049553052904,234.86870163673905,3.6451042632295274
0.0,0.24918702340431764,214,7.090208526459055,7.090208526459055,159.61401097761546,142.1886117171766,3.6451042632295274
0.0,0.24918702340431764,215,7.090208526459055,7.090208526459055,-198.88688132484037,103.54184316889007,3.6451042632295274
0.0,0.24918702340431764,216,7.090208526459055,6.940208526459054,-92.95163459049098,251.39122477274424,3.6451042632295274
0.0,0.24918702340431764,217,7.090208526459055,6.940208526459054,-49.01894784499987,242.09555719740553,3.6451042632295274
0.0,0.24918702340431764,218,7.090208526459055,6.940208526459054,-61.4039031085031,239.25145625366164,3.6451042632295274
0.0,0.24918702340431764,219,7.090208526459055,7.065208526459055,287.40490518065485,170.65820322903747,4.4951042632295275
0.0,0.24918702340431764,220,7.090208526459055,7.065208526459055,-183.7322169304204,279.32495592480126,4.4951042632295275
0.0,0.24918702340431764,221,7.090208526459055,6.940208526459054,-108.99396762470244,221.63762176107565,3.6451042632295274
0.0,0.24918702340431764,222,7.090208526459055,6.940208526459054,-5.073677053113821,257.47699638256677,3.6451042632295274
0.0,0.24918702340431764,223,7.090208526459055,6.940208526459054,64.2811953289767,238.49370834813234,3.6451042632295274
0.0,0.24918702340431764,224,7.090208526459055,7.090208526459055,-66.7008820940162,145.02403880734494,3.6451042632295274
0.0,0.24918702340431764,225,7.090208526459055,6.940208526459054,-105.75686845178932,246.27319860196138,3.6451042632295274
0.0,0.24918702340431764,226,7.090208526459055,7.090208526459055,-89.3370508938661,132.26303750421033,3.6451042632295274
0.0,0.24918702340431764,227,7.090208526459055,6.940208526459054,-36.50400314393135,244.29832504408796,3.6451042632295274
0.0,0.24918702340431764,228,7.090208526459055,6.940208526459054,-79.89990970414262,255.84326740713485,3.6451042632295274
0.0,0.24918702340431764,229,7.090208526459055,6.940208526459054,26.851884267582605,245.54798507478324,3.6451042632295274
0.0,0.24918702340431764,230,7.090208526459055,7.090208526459055,125.73626464472979,114.5361137993425,3.6451042632295274
0.0,0.24918702340431764,231,7.090208526459055,6.940208526459054,-83.06015638480285,243.75051869919827,3.6451042632295274
0.0,0.24918702340431764,232,7.090208526459055,6.940208526459054,51.93143295322053,241.48693341810932,3.6451042632295274
0.0,0.24918702340431764,233,7.090208526459055,6.940208526459054,8.1748175047258,257.3971220050357,3.6451042632295274
0.0,0.24918702340431764,234,7.090208526459055,6.940208526459054,1.614469992642622,268.035898763509,3.6451042632295274
0.0,0.24918702340431764,235,7.090208526459055,7.090208526459055,116.00244207633378,124.40450632557926,3.6451042632295274
0.0,0.24918702340431764,236,7.090208526459055,7.090208526459055,82.97207006866306,136.353562300993,3.6451042632295274
0.0,0.24918702340431764,237,7.090208526459055,7.090208526459055,-58.09894069719425,112.31806086546243,3.6451042632295274
0.0,0.24918702340431764,238,7.090208526459055,7.090208526459055,176.6457621085842,76.92432133003952,3.6451042632295274
0.0,0.24918702340431764,239,7.090208526459055,6.940208526459054,-12.172997113877607,267.7639485585401,3.6451042632295274
0.0,0.24918702340431764,240,7.090208526459055,6.940208526459054,-95.48517142287571,239.15182439875215,3.6451042632295274
0.0,0.24918702340431764,241,7.090208526459055,6.940208526459054,85.99012151691899,242.73132473267646,3.6451042632295274
0.0,0.24918702340431764,242,7.090208526459055,6.940208526459054,39.443957752968515,243.8404393518754,3.6451042632295274
0.0,0.24918702340431764,243,7.090208526459055,6.940208526459054,82.97591217661598,254.86129886491426,3.6451042632295274
0.0,0.24918702340431764,244,7.090208526459055,7.090208526459055,-139.40046595226596,97.4017473138533,3.6451042632295274
